UF;município;código IBGE;nome do fundo;CNPJ;nome do estabelecimento;código CNES;CNPJ;código da emenda parlamentar;valor por emenda;valor por parlamentar;valor;funcional programático;numero da proposta;numero da portaria;data
PR;ESPIGAO ALTO DO IGUACU;;FUNDO MUNICIPAL DE SAUDE DE ESPIGAO ALTO DO IGUACU;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000601282202400;3858.;17/05/2024
PR;FAXINAL;;FUNDO MUNICIPAL DE SAUDE DE FAXINAL;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000602090202400;3858.;17/05/2024
PR;FENIX;;FUNDO MUNICIPAL DE SAUDE DE FENIX;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000605473202400;3858.;17/05/2024
PR;FLORESTA;;FUNDO MUNICIPAL DE SAUDE DE FLORESTA;;;;;50410004;417.442,00;;417.442,00;1030151192E890001;36000601627202400;3858.;17/05/2024
PR;FLORIDA;;FUNDO MUNICIPAL DE SAUDE DE FLORIDA;;;;;50410004;51.000,00;;51.000,00;1030151192E890001;36000600789202400;3858.;17/05/2024
PR;GENERAL CARNEIRO;;FUNDO MUNICIPAL DE SAUDE DE GENERAL CARNEIRO;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000603074202400;3858.;17/05/2024
PR;GODOY MOREIRA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;190.000,00;;190.000,00;1030151192E890001;36000600679202400;3858.;17/05/2024
PR;GOIOERE;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE GOIOERE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000602900202400;3858.;17/05/2024
PR;GOIOXIM;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000607181202400;3858.;17/05/2024
PR;GUAIRACA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000605634202400;3858.;17/05/2024
PR;GUAIRACA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000610436202400;3858.;17/05/2024
PR;GUAMIRANGA;;FUNDO MUNICIPAL DE SAUDE DE GUAMIRANGA - PR;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000602343202400;3858.;17/05/2024
PR;GUAPOREMA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;114.753,00;;114.753,00;1030151192E890001;36000603408202400;3858.;17/05/2024
PR;GUARACI;;FUNDO MUNICIPAL DE SAUDE DE GUARACI;;;;;50410004;1.000.000,00;;1.000.000,00;1030151192E890001;36000602324202400;3858.;17/05/2024
PR;GUARANIACU;;FUNDO DE SAUDE DO MUNICIPIO DE GUARANIACU;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000606468202400;3858.;17/05/2024
PR;GUARAQUECABA;;FUNDO MUNICIPAL DE SAUDE - GUARAQUECABA;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000601995202400;3858.;17/05/2024
PR;GUARAQUECABA;;FUNDO MUNICIPAL DE SAUDE - GUARAQUECABA;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000604036202400;3858.;17/05/2024
PR;GUARATUBA;;FUNDO MUNICIPAL DE SAUDE DE GUARATUBA;;;;;50410004;400.000,00;;400.000,00;1030151192E890001;36000601655202400;3858.;17/05/2024
PR;GUARATUBA;;FUNDO MUNICIPAL DE SAUDE DE GUARATUBA;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000603178202400;3858.;17/05/2024
PR;IBAITI;;FUNDO MUNICIPAL DE SAUDE DE IBAITI;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000607281202400;3858.;17/05/2024
PR;IBEMA;;IBEMA FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000604477202400;3858.;17/05/2024
PR;IBIPORA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000602735202400;3858.;17/05/2024
PR;IMBAU;;FUNDO MUNICIPAL DE SAUDE DE IMBAU - PARANA;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000611014202400;3858.;17/05/2024
PR;IRETAMA;;FUNDO MUNICIPAL DE SAUDE DE IRETAMA;;;;;50410004;646.659,00;;646.659,00;1030151192E890001;36000602771202400;3858.;17/05/2024
PR;ITAMBE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;300.000,00;;300.000,00;1030151192E890001;36000601359202400;3858.;17/05/2024
PR;ITAPEJARA D'OESTE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;400.000,00;;400.000,00;1030151192E890001;36000602116202400;3858.;17/05/2024
PR;ITAUNA DO SUL;;FUNDO MUNICIPAL DE SAUDE DE ITAUNA DO SUL - PR;;;;;50410004;195.000,00;;195.000,00;1030151192E890001;36000606164202400;3858.;17/05/2024
PR;IVAI;;FUNDO MUNICIPAL DE SAUDE DE IVAI - PR;;;;;50410004;144.969,00;;144.969,00;1030151192E890001;36000601384202400;3858.;17/05/2024
PR;JABOTI;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000602072202400;3858.;17/05/2024
PR;JABOTI;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000610233202400;3858.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;550.000,00;;550.000,00;550.000,00;1030251182E900043;36000612316202400;3844.;17/05/2024
RS;PROGRESSO;;FUNDO MUNICIPAL DA SAUDE PROGRESSO;;;;;71220015;121.559,00;;121.559,00;121.559,00;1030251182E900043;36000612341202400;3844.;17/05/2024
TOTAL;2 PROPOSTAS;;671.559,00;;;;;;;;;;;;3844.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;1.400.000,00;;1.400.000,00;1.400.000,00;1030251182E900029;36000612822202400;3855.;17/05/2024
PI;VARZEA GRANDE;;FUNDO MUNICIPAL DE SAUDE DE VARZEA GRANDE;;;;;71190013;245.000,00;;245.000,00;245.000,00;1030251182E900022;36000612799202400;3855.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;100.000,00;;100.000,00;100.000,00;1030251182E900043;36000612702202400;3855.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;150.000,00;;150.000,00;150.000,00;1030251182E900043;36000612707202400;3855.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;150.000,00;;150.000,00;150.000,00;1030251182E900043;36000612730202400;3855.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;200.000,00;;200.000,00;200.000,00;1030251182E900043;36000612735202400;3855.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;400.000,00;;400.000,00;400.000,00;1030251182E900043;36000612761202400;3855.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;200.000,00;;200.000,00;200.000,00;1030251182E900043;36000612819202400;3855.;17/05/2024
TOTAL;8 PROPOSTAS;;2.845.000,00;;;;;;;;;;;;3855.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;1.600.000,00;;1.600.000,00;1.600.000,00;1030251182E900029;36000612950202400;3871.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;200.000,00;;200.000,00;200.000,00;1030251182E900029;36000612953202400;3871.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;1.000.000,00;;1.000.000,00;1.000.000,00;1030251182E900029;36000612956202400;3871.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;300.000,00;;300.000,00;300.000,00;1030251182E900029;36000612957202400;3871.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;300.000,00;;300.000,00;300.000,00;1030251182E900029;36000612960202400;3871.;17/05/2024
GO;GOIANIA;;FUNDO MUNICIPAL DE SAUDE;;;;;71100006;500.000,00;;500.000,00;500.000,00;1030251182E900052;36000613024202400;3871.;17/05/2024
RN;CEARA-MIRIM;;FUNDO MUNICIPAL DE SAUDE DE CEARA MIRIM;;;;;71210003;1.500.000,00;;1.500.000,00;1.500.000,00;1030251182E900024;36000612977202400;3871.;17/05/2024
RN;FLORANIA;;FUNDO MUNICIPAL DE SAUDE;;;;;71210003;115.181,00;;115.181,00;115.181,00;1030251182E900024;36000613006202400;3871.;17/05/2024
RN;MONTE ALEGRE;;FUNDO MUNICIPAL DE SAUDE DE MONTE ALEGRE;;;;;71210003;200.000,00;;200.000,00;200.000,00;1030251182E900024;36000613019202400;3871.;17/05/2024
RN;SAO VICENTE;;FUNDO MUNICIPAL DE SAUDE;;;;;71210006;100.000,00;;100.000,00;100.000,00;1030251182E900024;36000612980202400;3871.;17/05/2024
RN;SAO VICENTE;;FUNDO MUNICIPAL DE SAUDE;;;;;71210003;181.327,00;;181.327,00;181.327,00;1030251182E900024;36000612981202400;3871.;17/05/2024
TOTAL;11 PROPOSTAS;;5.996.508,00;;;;;;;;;;;;3871.;17/05/2024
GO;EDEALINA;;FUNDO MUNICIPAL DE SAUDE DE EDEALINA;;;;;29690003;400.000,00;;400.000,00;400.000,00;1030251182E900052;36000612878202400;3872.;17/05/2024
GO;GOIANIA;;FUNDO MUNICIPAL DE SAUDE;;;;;43880002;500.000,00;;500.000,00;500.000,00;1030251182E900052;36000613027202400;3872.;17/05/2024
MG;BELO HORIZONTE;;FUNDO MUNICIPAL DE SAUDE;;;;;14110009;100.000,00;;100.000,00;100.000,00;1030251182E900031;36000612936202400;3872.;17/05/2024
MG;PECANHA;;FUNDO MUNICIPAL DE SAUDE;;;;;40870002;500.000,00;;500.000,00;500.000,00;1030251182E900031;36000612994202400;3872.;17/05/2024
PA;CAMETA;;FUNDO MUNICIPAL DE SAUDE;;;;;22630002;500.000,00;;500.000,00;500.000,00;1030251182E900015;36000612932202400;3872.;17/05/2024
RN;PARELHAS;;FUNDO DE SAUDE DO MUNICIPIO DE PARELHAS - RN;;;;;41420001;944.989,00;;944.989,00;944.989,00;1030251182E900024;36000612862202400;3872.;17/05/2024
RN;PARELHAS;;FUNDO DE SAUDE DO MUNICIPIO DE PARELHAS - RN;;;;;41420001;41.603,00;;41.603,00;41.603,00;1030251182E900024;36000612920202400;3872.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;40730004;250.000,00;;250.000,00;250.000,00;1030251182E900043;36000612914202400;3872.;17/05/2024
SE;ITABAIANINHA;;FUNDO MUNICIPAL DE SAUDE;;;;;40950007;520.248,00;;520.248,00;520.248,00;1030251182E900028;36000613025202400;3872.;17/05/2024
SE;ITABAIANINHA;;FUNDO MUNICIPAL DE SAUDE;;;;;40950007;479.752,00;;479.752,00;479.752,00;1030251182E900028;36000613028202400;3872.;17/05/2024
SP;COTIA;;FUNDO MUNICIPAL DE SAUDE;;;;;25320001;5.435.793,00;;5.435.793,00;5.435.793,00;1030251182E900035;36000612897202400;3872.;17/05/2024
SP;COTIA;;FUNDO MUNICIPAL DE SAUDE;;;;;39050008;1.700.000,00;;1.700.000,00;1.700.000,00;1030251182E900035;36000612961202400;3872.;17/05/2024
SP;SAO ROQUE;;FUNDO MUNICIPAL DE SAUDE DE SAO ROQUE;;;;;25170011;200.000,00;;200.000,00;200.000,00;1030251182E900035;36000612996202400;3872.;17/05/2024
TOTAL;13 PROPOSTAS;;11.572.385,00;;;;;;;;;;;;3872.;17/05/2024
RJ;RIO DE JANEIRO;;FUNDO ESTADUAL DE SAUDE FES;;;;;50410002;20.000.000,00;;20.000.000,00;20.000.000,00;1030251182E900001;36000612894202400;3873.;17/05/2024
RS;PORTO ALEGRE;;FUNDO ESTADUAL DE SAUDE;;;;;504100025041000250410002;100.000,00100.000,00139.206,00;;339.206,00;100.000,00100.000,00139.206,00;1030251182E9000011030251182E9000011030251182E900001;36000612947202400;3873.;17/05/2024
SP;SAO PAULO;;FUNDO ESTADUAL DE SAUDE - FUNDES;;;;;50410002;340.000,00;;340.000,00;340.000,00;1030251182E900001;36000612938202400;3873.;17/05/2024
SP;SAO ROQUE;;FUNDO MUNICIPAL DE SAUDE DE SAO ROQUE;;;;;50410002;3.000.000,00;;3.000.000,00;3.000.000,00;1030251182E900001;36000612900202400;3873.;17/05/2024
TOTAL;4 PROPOSTAS;;23.679.206,00;;;;;;;;;;;;3873.;17/05/2024
AC;CAPIXABA;;FUNDO MUNICIPAL DE SAUDE DE CAPIXABA;;;;;43940018;;399.971,00;399.971,00;10301511985810012;12456144000124007;3898.;17/05/2024
AP;SERRA DO NAVIO;;FUNDO MUNICIPAL DE SAUDE DE SERRA DO NAVIO;;;;;44000006;;510.385,00;510.385,00;10301511985810016;11840565000124001;3898.;17/05/2024
RJ;SAO PEDRO DA ALDEIA;;FUNDO MUNICIPAL DE SAUDE;;;;;40510002;;489.894,00;489.894,00;10301511985813351;04182700000124015;3898.;17/05/2024
RJ;SAO PEDRO DA ALDEIA;;FUNDO MUNICIPAL DE SAUDE;;;;;40510002;;519.036,00;519.036,00;10301511985813351;04182700000124022;3898.;17/05/2024
SP;RIBEIRAO PRETO;;FUNDO MUNICIPAL DE SAUDE DE RIBEIRAO PRETO;;;;;41320004;;276.994,00;276.994,00;10301511985810035;12885763000124004;3898.;17/05/2024
TOTAL;5 PROPOSTAS;;;;;;;;;;;;2.196.280,00;3898.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;137.000,00;;137.000,00;137.000,00;1030251182E900029;36000612556202400;3883.;17/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;71060006;1.363.000,00;;1.363.000,00;1.363.000,00;1030251182E900029;36000612561202400;3883.;17/05/2024
MA;SAO LUIS;;FUNDO MUNICIPAL DE SAUDE DE SAO LUIS MARANHAO;;;;;71110001;2.703.746,00;;2.703.746,00;2.703.746,00;1030251182E900021;36000612488202400;3883.;17/05/2024
MA;SAO LUIS;;FUNDO MUNICIPAL DE SAUDE DE SAO LUIS MARANHAO;;;;;71110001;28.095.661,00;;28.095.661,00;28.095.661,00;1030251182E900021;36000612490202400;3883.;17/05/2024
PR;CURITIBA;;FUNDO ESTADUAL DE SAUDE DO PARANA - FUNSAUDE;;;;;71170010;259.342,00;;259.342,00;259.342,00;1030251182E900041;36000612505202400;3883.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;200.000,00;;200.000,00;200.000,00;1030251182E900043;36000612626202400;3883.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;741.600,00;;741.600,00;741.600,00;1030251182E900043;36000612635202400;3883.;17/05/2024
RS;PORTO ALEGRE;;FUNDO MUNICIPAL DE SAUDE;;;;;71220015;500.000,00;;500.000,00;500.000,00;1030251182E900043;36000612646202400;3883.;17/05/2024
SC;ITUPORANGA;;FUNDO MUNICIPAL DE SAUDE DE ITUPORANGA;;;;;71260002;200.000,00;;200.000,00;200.000,00;1030251182E900042;36000612534202400;3883.;17/05/2024
SC;ITUPORANGA;;FUNDO MUNICIPAL DE SAUDE DE ITUPORANGA;;;;;71260002;100.000,00;;100.000,00;100.000,00;1030251182E900042;36000612535202400;3883.;17/05/2024
SC;ITUPORANGA;;FUNDO MUNICIPAL DE SAUDE DE ITUPORANGA;;;;;71260002;250.000,00;;250.000,00;250.000,00;1030251182E900042;36000612537202400;3883.;17/05/2024
SC;LONTRAS;;FUNDO MUNICIPAL DE SAUDE DE LONTRAS;;;;;71260002;33.498,00;;33.498,00;33.498,00;1030251182E900042;36000612639202400;3883.;17/05/2024
SC;LONTRAS;;FUNDO MUNICIPAL DE SAUDE DE LONTRAS;;;;;71260002;58.713,00;;58.713,00;58.713,00;1030251182E900042;36000612640202400;3883.;17/05/2024
TOTAL;13 PROPOSTAS;;34.642.560,00;;;;;;;;;;;;3883.;17/05/2024
AC;RIO BRANCO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;310.000,00;;310.000,00;310.000,00;1030251182E900001;36000612760202400;3975.;21/05/2024
BA;CAMACARI;;FUNDO MUNICIPAL DE SAUDE DE CAMACARI;;;;;50410002;1.000.000,00;;1.000.000,00;1.000.000,00;1030251182E900001;36000612499202400;3975.;21/05/2024
BA;CANDIBA;;FUNDO MUNICIPAL DE SAUDE DE CANDIBA;;;;;50410002;300.000,00;;300.000,00;300.000,00;1030251182E900001;36000612785202400;3975.;21/05/2024
BA;ITACARE;;FUNDO MUNICIPAL DE SAUDE DE ITACARE;;;;;50410002;600.000,00;;600.000,00;600.000,00;1030251182E900001;36000612503202400;3975.;21/05/2024
BA;PARATINGA;;FUNDO MUNICIPAL DE SAUDE DE PARATINGA;;;;;50410002;300.000,00;;300.000,00;300.000,00;1030251182E900001;36000612805202400;3975.;21/05/2024
BA;RIO DE CONTAS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;45.700,00;;45.700,00;45.700,00;1030251182E900001;36000612584202400;3975.;21/05/2024
BA;SALVADOR;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;;;;;50410002;337.207,00;;337.207,00;337.207,00;1030251182E900001;36000613175202400;3975.;21/05/2024
CE;GUAIUBA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;808.977,00;;808.977,00;808.977,00;1030251182E900001;36000612933202400;3975.;21/05/2024
GO;GOIAS;;FUNDO MUNICIPAL DE SAUDE - GOIAS;;;;;5041000250410002;63.000,00187.000,00;;250.000,00;63.000,00187.000,00;1030251182E9000011030251182E900001;36000612943202400;3975.;21/05/2024
MA;CAXIAS;;FUNDO MUNICIPAL DE SAUDE DE CAXIAS - FMS;;;;;50410002;700.005,00;;700.005,00;700.005,00;1030251182E900001;36000613178202400;3975.;21/05/2024
MA;CHAPADINHA;;FUNDO MUNICIPAL DE SAUDE DE CHAPADINHA;;;;;50410002;496.000,00;;496.000,00;496.000,00;1030251182E900001;36000612504202400;3975.;21/05/2024
MA;RAPOSA;;FUNDO MUNICIPAL DE SAUDE DE RAPOSA;;;;;50410002;600.000,00;;600.000,00;600.000,00;1030251182E900001;36000612538202400;3975.;21/05/2024
MA;SANTA INES;;FUNDO MUNICIPAL DE SAUDE DE SANTA INES;;;;;50410002;1.010.000,00;;1.010.000,00;1.010.000,00;1030251182E900001;36000612661202400;3975.;21/05/2024
MA;SAO LUIS GONZAGA DO MARANHAO;;FUNDO MUNICIPAL DE SAUDE SAO LUIS GONZAGA MA;;;;;50410002;988.000,00;;988.000,00;988.000,00;1030251182E900001;36000612572202400;3975.;21/05/2024
MA;VITORIA DO MEARIM;;FUNDO MUNICIPAL DE SAUDE DE VITORIA DO MEARIM;;;;;50410002;825.000,00;;825.000,00;825.000,00;1030251182E900001;36000612468202400;3975.;21/05/2024
MG;BURITIZEIRO;;FUNDO MUNICIPAL DE SAUDE DE BURITIZEIRO;;;;;50410002;201.803,00;;201.803,00;201.803,00;1030251182E900001;36000612999202400;3975.;21/05/2024
MG;ITANHANDU;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;150.000,00;;150.000,00;150.000,00;1030251182E900001;36000612858202400;3975.;21/05/2024
MG;ITANHANDU;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;150.000,00;;150.000,00;150.000,00;1030251182E900001;36000612881202400;3975.;21/05/2024
MG;MACHACALIS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;200.000,00;;200.000,00;200.000,00;1030251182E900001;36000612830202400;3975.;21/05/2024
MG;MANHUMIRIM;;FUNDO MUNICIPAL DE SAUDE DE MANHUMIRIM;;;;;50410002;497.532,00;;497.532,00;497.532,00;1030251182E900001;36000612826202400;3975.;21/05/2024
MG;RAUL SOARES;;FUNDO MUNICIPAL DE SAUDE DE RAUL SOARES;;;;;50410002;100.000,00;;100.000,00;100.000,00;1030251182E900001;36000612798202400;3975.;21/05/2024
MG;SAO JOAQUIM DE BICAS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;500.000,00;;500.000,00;500.000,00;1030251182E900001;36000612544202400;3975.;21/05/2024
MG;TEOFILO OTONI;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;500.000,00;;500.000,00;500.000,00;1030251182E900001;36000612861202400;3975.;21/05/2024
PA;CASTANHAL;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE CASTANHAL;;;;;50410002;200.000,00;;200.000,00;200.000,00;1030251182E900001;36000612844202400;3975.;21/05/2024
PA;MOCAJUBA;;FUNDO MUNICIPAL DE SAUDE DE MOCAJUBA;;;;;50410002;100.000,00;;100.000,00;100.000,00;1030251182E900001;36000612624202400;3975.;21/05/2024
PE;ALTINHO;;FUNDO MUNICIPAL DE SAUDE DE ALTINHO;;;;;50410002;94.468,00;;94.468,00;94.468,00;1030251182E900001;36000612649202400;3975.;21/05/2024
PI;BOM PRINCIPIO DO PIAUI;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;245.700,00;;245.700,00;245.700,00;1030251182E900001;36000613174202400;3975.;21/05/2024
PI;CASTELO DO PIAUI;;FUNDO MUNICIPAL DE SAUDE DE CASTELO DO PIAUI - FMS;;;;;50410002;500.001,00;;500.001,00;500.001,00;1030251182E900001;36000613125202400;3975.;21/05/2024
PI;PARNAIBA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;1.000.001,00;;1.000.001,00;1.000.001,00;1030251182E900001;36000613194202400;3975.;21/05/2024
PR;ALMIRANTE TAMANDARE;;FUNDO MUNICIPAL DE SAUDE DE ALMIRANTE TAMANDARE;;;;;50410002;100.000,00;;100.000,00;100.000,00;1030251182E900001;36000612666202400;3975.;21/05/2024
PR;MARINGA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;300.000,00;;300.000,00;300.000,00;1030251182E900001;36000612755202400;3975.;21/05/2024
RJ;NOVA IGUACU;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;2.000.000,00;;2.000.000,00;2.000.000,00;1030251182E900001;36000612589202400;3975.;21/05/2024
RJ;SAO FIDELIS;;FUNDO MUNICIPAL DE SAUDE;;;;;5041000250410002;300.000,00700.000,00;;1.000.000,00;300.000,00700.000,00;1030251182E9000011030251182E900001;36000609520202400;3975.;21/05/2024
RJ;SAO FRANCISCO DE ITABAPOANA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;2.000.000,00;;2.000.000,00;2.000.000,00;1030251182E900001;36000611029202400;3975.;21/05/2024
RJ;SAO PEDRO DA ALDEIA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;2.000.000,00;;2.000.000,00;2.000.000,00;1030251182E900001;36000609298202400;3975.;21/05/2024
RJ;SAPUCAIA;;FUNDO MUNICIPAL DE SAUDE DE SAPUCAIA;;;;;50410002;1.100.000,00;;1.100.000,00;1.100.000,00;1030251182E900001;36000603848202400;3975.;21/05/2024
RJ;SEROPEDICA;;FUNDO MUNICIPAL DE SAUDE DE SEROPEDICA;;;;;50410002;3.002.471,00;;3.002.471,00;3.002.471,00;1030251182E900001;36000607126202400;3975.;21/05/2024
RJ;VOLTA REDONDA;;FUNDO MUNICIPAL DE SAUDE PMVR SMS;;;;;50410002;200.000,00;;200.000,00;200.000,00;1030251182E900001;36000606494202400;3975.;21/05/2024
RN;ALEXANDRIA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;500.000,00;;500.000,00;500.000,00;1030251182E900001;36000607480202400;3975.;21/05/2024
RN;ALTO DO RODRIGUES;;FUNDO MUNICIPAL DE SAUDE DO ALTO DO RODRIGUES;;;;;50410002;350.000,00;;350.000,00;350.000,00;1030251182E900001;36000603984202400;3975.;21/05/2024
RN;ANTONIO MARTINS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;250.000,00;;250.000,00;250.000,00;1030251182E900001;36000604692202400;3975.;21/05/2024
RN;BARAUNA;;FUNDO MUNICIPAL DE SAUDE DE BARAUNA;;;;;50410002;625.000,00;;625.000,00;625.000,00;1030251182E900001;36000604965202400;3975.;21/05/2024
RN;BREJINHO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;500.000,00;;500.000,00;500.000,00;1030251182E900001;36000603865202400;3975.;21/05/2024
RN;CAICO;;FUNDO MUNICIPAL DE SAUDE DE CAICO - RN;;;;;50410002;833.000,00;;833.000,00;833.000,00;1030251182E900001;36000601361202400;3975.;21/05/2024
RN;CAMPO REDONDO;;FUNDO MUNICIPAL DE SAUDE DE CAMPO REDONDO;;;;;50410002;300.000,00;;300.000,00;300.000,00;1030251182E900001;36000612803202400;3975.;21/05/2024
RN;CARAUBAS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;350.000,00;;350.000,00;350.000,00;1030251182E900001;36000602130202400;3975.;21/05/2024
RN;CEARA-MIRIM;;FUNDO MUNICIPAL DE SAUDE DE CEARA MIRIM;;;;;50410002;1.500.000,00;;1.500.000,00;1.500.000,00;1030251182E900001;36000603497202400;3975.;21/05/2024
RN;CURRAIS NOVOS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;1.000.000,00;;1.000.000,00;1.000.000,00;1030251182E900001;36000603869202400;3975.;21/05/2024
RN;EQUADOR;;FUNDO MUNICIPAL DE SAUDE - EQUADOR RN;;;;;50410002;250.000,00;;250.000,00;250.000,00;1030251182E900001;36000605278202400;3975.;21/05/2024
RN;FRUTUOSO GOMES;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;220.000,00;;220.000,00;220.000,00;1030251182E900001;36000602124202400;3975.;21/05/2024
RN;GOIANINHA;;FUNDO MUNICIPAL DE SAUDE DE GOIANINHA;;;;;50410002;536.000,00;;536.000,00;536.000,00;1030251182E900001;36000608355202400;3975.;21/05/2024
RN;JANDAIRA;;FUNDO MUNICIPAL DE SAUDE DE JANDAIRA-RN;;;;;50410002;170.688,00;;170.688,00;170.688,00;1030251182E900001;36000602075202400;3975.;21/05/2024
RN;JANDUIS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;208.884,00;;208.884,00;208.884,00;1030251182E900001;36000601960202400;3975.;21/05/2024
RN;JARDIM DO SERIDO;;FUNDO MUNICIPAL DE SAUDE DE JARDIM DO SERIDO;;;;;50410002;465.000,00;;465.000,00;465.000,00;1030251182E900001;36000611635202400;3975.;21/05/2024
RN;JOSE DA PENHA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE JOSE DA PENHA;;;;;50410002;59.902,00;;59.902,00;59.902,00;1030251182E900001;36000602389202400;3975.;21/05/2024
RN;JUNDIA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;70.000,00;;70.000,00;70.000,00;1030251182E900001;36000602104202400;3975.;21/05/2024
RN;MACAU;;FUNDO MUNICIPAL DE SAUDE DE MACAU;;;;;50410002;300.000,00;;300.000,00;300.000,00;1030251182E900001;36000608954202400;3975.;21/05/2024
RN;MESSIAS TARGINO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410002;167.000,00;;167.000,00;167.000,00;1030251182E900001;36000603481202400;3975.;21/05/2024
